Date,Open,High,Low,Close,Volume,Adj Close
2015-07-03,212.75,212.75,209.60,210.80,32300,210.6225
2015-07-02,216.20,216.20,210.85,211.45,54400,211.2719
2015-07-01,210.30,216.30,208.70,214.65,101500,214.4692
2015-06-30,208.85,211.55,205.85,207.55,96100,207.3752
2015-06-29,207.55,213.40,203.85,209.40,102000,209.2236
2015-06-26,216.50,218.70,214.05,217.35,49400,217.1669
2015-06-25,213.05,217.85,212.50,215.95,43000,215.7681
2015-06-24,218.45,218.50,213.10,215.75,63900,215.5683
2015-06-23,216.95,219.90,215.95,218.35,80100,218.1661
2015-06-22,211.85,215.85,211.30,215.45,79000,215.2685
2015-06-19,208.00,209.70,205.40,206.35,75300,206.1762
2015-06-18,205.35,206.35,201.40,205.75,105400,205.5767
2015-06-17,209.45,209.65,204.30,206.20,68400,206.0263
2015-06-16,207.00,208.85,204.15,208.15,55600,207.9747
2015-06-15,209.20,209.90,205.30,207.65,64900,207.4751
2015-06-12,214.35,217.00,209.45,212.20,63100,212.0213
2015-06-11,213.10,217.45,213.10,215.30,62000,215.1187
2015-06-10,209.50,215.35,207.25,214.85,93300,214.669
2015-06-09,209.75,210.60,205.05,208.55,103800,208.3743
2015-06-08,213.00,214.45,208.80,209.80,82600,209.6233
2015-06-05,215.40,215.45,211.75,213.30,56600,213.1203
2015-06-04,216.00,217.80,212.15,215.50,52600,215.3185
2015-06-03,215.70,220.05,214.40,216.25,78600,216.0679
2015-06-02,220.75,220.75,214.25,215.35,73300,215.1686
2015-06-01,221.90,222.35,217.05,219.55,62300,219.3651
2015-05-29,225.40,226.00,219.50,219.50,535100,219.3151
2015-05-28,228.00,228.05,222.40,223.95,62900,223.7614
2015-05-27,226.50,228.95,224.00,228.05,71200,227.8579
2015-05-26,230.50,232.85,224.80,226.25,77500,226.0594
2015-05-25,229.55,229.55,229.55,229.55,000,229.3567
2015-05-22,228.20,230.00,227.15,229.55,43400,229.3567
2015-05-21,231.45,231.60,226.55,229.60,63200,229.4066
2015-05-20,232.20,233.40,229.95,231.85,58700,231.6547
2015-05-19,225.95,233.00,225.65,232.75,94000,232.554
2015-05-18,218.15,224.00,215.50,223.05,94300,222.8621
2015-05-15,222.80,222.85,214.00,215.30,79400,215.1187
2015-05-14,216.90,220.95,213.10,220.95,61200,220.7639
2015-05-13,220.85,222.35,216.60,218.15,110300,217.9663
2015-05-12,225.05,225.20,217.55,218.35,125400,218.1661
2015-05-11,224.05,225.60,223.85,225.35,81200,225.1602
2015-05-08,223.60,226.05,220.45,225.35,97400,225.1602
2015-05-07,215.50,222.50,215.50,220.60,92900,220.4142
2015-05-06,221.50,222.90,213.05,217.60,103500,217.4167
2015-05-05,227.00,231.90,224.55,225.10,75400,220.1144
2015-05-04,229.00,230.05,224.25,227.45,50700,222.4124
2015-05-01,227.30,227.30,227.30,227.30,000,222.2657
2015-04-30,228.00,229.70,224.30,227.30,78900,222.2657
2015-04-29,241.00,241.10,227.50,227.90,104400,222.8524
2015-04-28,240.40,244.00,234.90,236.45,132100,231.2131
2015-04-27,242.00,243.90,236.50,241.50,171600,236.1512
2015-04-24,227.90,231.35,226.55,231.20,105100,226.0793
2015-04-23,227.40,227.75,221.80,226.10,100900,221.0923
2015-04-22,225.75,228.40,223.55,225.85,82900,220.8478
2015-04-21,228.90,229.90,224.05,225.70,85600,220.7012
2015-04-20,229.65,232.05,226.30,227.25,89700,222.2168
2015-04-17,232.70,237.10,227.85,228.60,95200,223.5369
2015-04-16,238.35,238.35,231.45,232.75,78900,227.595
2015-04-15,240.00,240.35,236.10,236.55,88800,231.3108
2015-04-14,240.45,240.45,236.80,239.35,85800,234.0488
2015-04-13,240.00,242.40,239.80,240.15,58400,234.8311
2015-04-10,243.90,245.30,241.65,244.80,85400,239.3781
2015-04-09,240.00,242.60,239.15,242.00,53200,236.6401
2015-04-08,238.45,239.60,234.20,238.35,74900,233.071
2015-04-07,240.15,240.75,236.85,238.00,45000,232.7287
2015-04-06,237.80,237.80,237.80,237.80,000,232.5332
2015-04-03,237.80,237.80,237.80,237.80,000,232.5332
2015-04-02,239.35,239.50,236.25,237.80,43500,232.5332
2015-04-01,238.90,240.85,236.90,238.95,82400,233.6577
2015-03-31,241.85,242.00,237.30,240.05,82000,234.7333
2015-03-30,236.40,241.70,236.30,241.70,57900,236.3468
2015-03-27,236.15,239.00,232.55,235.90,83900,230.6752
2015-03-26,230.10,235.25,228.25,235.25,106500,230.0396
2015-03-25,237.45,239.70,234.40,235.10,67400,229.893
2015-03-24,233.00,237.60,228.25,237.00,124500,231.7509
2015-03-23,240.10,242.20,232.60,234.00,100000,228.8173
2015-03-20,241.25,245.35,239.10,242.30,105000,236.9335
2015-03-19,239.65,241.55,236.55,239.95,126700,234.6355
2015-03-18,249.00,249.95,236.10,239.15,188900,233.8533
2015-03-17,252.10,254.50,244.40,247.50,209100,242.0183
2015-03-16,243.00,248.20,242.30,247.55,104500,242.0672
2015-03-13,238.00,240.70,235.40,240.70,114400,235.3689
2015-03-12,237.50,238.20,233.20,235.75,103100,230.5286
2015-03-11,228.45,237.90,228.35,237.45,122100,232.1909
2015-03-10,228.00,228.35,223.50,227.30,86200,222.2657
2015-03-09,226.40,227.60,223.70,227.60,84100,222.5591
2015-03-06,223.20,227.90,223.05,227.00,67100,221.9724
2015-03-05,222.00,223.40,219.95,223.20,70300,218.2565
2015-03-04,220.05,221.10,214.65,220.50,92700,215.6163
2015-03-03,225.50,225.55,218.55,219.45,71800,214.5896
2015-03-02,223.70,226.10,222.35,224.85,117600,219.87
2015-02-27,220.00,223.00,208.30,221.35,178200,216.4475
2015-02-26,216.50,220.35,216.50,219.05,91900,214.1984
2015-02-25,219.50,220.35,216.55,218.20,42900,213.3673
2015-02-24,221.10,222.00,218.50,220.40,47800,215.5185
2015-02-23,220.50,222.65,220.50,222.15,67500,217.2298
2015-02-20,217.15,220.50,217.15,218.80,74800,213.954
2015-02-19,213.00,218.65,212.00,217.70,107200,212.8783
2015-02-18,209.60,213.15,209.60,213.05,79800,208.3313
2015-02-17,208.00,209.65,205.45,209.10,65000,204.4688
2015-02-16,211.45,211.45,208.60,209.30,51200,204.6644
2015-02-13,211.70,212.40,208.60,209.70,96200,205.0555
2015-02-12,208.65,212.10,207.85,212.00,87800,207.3046
2015-02-11,205.50,207.80,205.05,207.80,44700,203.1976
2015-02-10,204.75,207.40,201.70,207.40,65700,202.8065
2015-02-09,209.40,209.40,203.90,204.75,71500,200.2152
2015-02-06,209.70,211.90,207.55,211.70,62300,207.0112
2015-02-05,206.80,211.80,206.60,209.70,78800,205.0555
2015-02-04,206.25,208.45,205.60,208.30,64800,203.6865
2015-02-03,203.35,208.85,202.90,206.65,100900,202.0731
2015-02-02,198.35,202.25,198.35,202.20,96300,197.7216
2015-01-30,203.00,203.00,196.95,197.15,126100,192.7835
2015-01-29,201.00,203.10,200.00,202.25,72100,197.7705
2015-01-28,199.90,201.85,197.80,201.85,86600,197.3794
2015-01-27,201.00,201.70,197.80,199.15,84800,194.7392
2015-01-26,196.20,201.95,193.80,201.30,111900,196.8416
2015-01-23,195.00,201.05,195.00,199.70,134200,195.277
2015-01-22,189.95,195.40,189.75,194.50,116500,190.1922
2015-01-21,188.75,190.00,185.90,189.95,100500,185.7429
2015-01-20,188.95,189.35,187.70,189.10,64000,184.9118
2015-01-19,188.50,189.00,185.70,187.35,104800,183.2005
2015-01-16,182.10,188.45,182.00,187.60,79400,183.445
2015-01-15,182.00,184.15,176.55,183.15,65300,179.0936
2015-01-14,181.05,183.00,179.10,180.05,45000,176.0622
2015-01-13,177.70,183.80,177.55,182.65,54600,178.6046
2015-01-12,177.95,179.05,174.75,178.15,62200,174.2043
2015-01-09,180.60,182.80,176.35,177.45,65300,173.5198
2015-01-08,177.15,182.35,176.05,181.55,71300,177.529
2015-01-07,175.70,176.70,173.60,174.80,44800,170.9285
2015-01-06,173.55,176.85,170.70,173.95,45300,170.0973
2015-01-05,177.55,177.55,171.95,172.55,70100,168.7283
2015-01-02,180.50,180.70,176.00,177.95,40800,174.0087
2015-01-01,180.10,180.10,180.10,180.10,000,176.1111
2014-12-31,180.10,180.10,180.10,180.10,000,176.1111
2014-12-30,180.15,181.65,180.05,180.10,19200,176.1111
2014-12-29,181.00,183.35,179.35,181.95,41600,177.9201
2014-12-26,182.10,182.10,182.10,182.10,000,178.0668
2014-12-25,182.10,182.10,182.10,182.10,000,178.0668
2014-12-24,182.10,182.10,182.10,182.10,000,178.0668
2014-12-23,181.85,182.10,180.25,182.10,68700,178.0668
2014-12-22,183.65,184.30,180.35,181.05,50700,177.0401
2014-12-19,184.00,184.95,181.00,182.55,82300,178.5069
2014-12-18,179.60,182.70,179.50,182.00,59200,177.969
2014-12-17,175.90,177.80,173.95,177.05,69300,173.1287
2014-12-16,171.40,177.15,169.70,177.15,106300,173.2264
2014-12-15,177.55,179.25,170.75,171.15,75800,167.3593
2014-12-12,181.80,182.00,178.20,178.20,63500,174.2532
2014-12-11,179.50,183.50,179.40,182.40,93400,178.3602
2014-12-10,181.25,182.65,179.45,179.45,57200,175.4755
2014-12-09,181.30,183.40,180.25,181.05,56400,177.0401
2014-12-08,184.80,185.65,183.45,183.55,48100,179.4847
2014-12-05,181.25,185.50,180.90,185.50,51400,181.3915
2014-12-04,182.15,184.25,178.95,179.45,53700,175.4755
2014-12-03,181.45,182.15,179.85,181.25,54500,177.2356
2014-12-02,182.60,183.15,180.40,181.35,41900,177.3334
2014-12-01,180.30,182.35,180.30,182.30,50900,178.2624
2014-11-28,181.20,182.25,180.55,181.90,47100,177.8712
2014-11-27,181.00,181.60,179.60,181.50,22600,177.4801
2014-11-26,181.05,181.95,179.25,180.20,47300,176.2089
2014-11-25,178.70,181.80,178.45,180.75,80200,176.7467
2014-11-24,176.10,179.15,175.00,178.85,84800,174.8888
2014-11-21,173.55,176.35,173.50,176.00,76200,172.1019
2014-11-20,173.60,174.00,171.10,173.60,33900,169.7551
2014-11-19,174.00,174.45,171.75,173.15,55400,169.315
2014-11-18,169.85,174.10,169.60,173.50,123900,169.6573
2014-11-17,166.75,169.85,165.95,169.20,55700,165.4525
2014-11-14,168.00,169.65,167.25,168.35,44300,164.6214
2014-11-13,169.05,169.40,166.55,167.60,64000,163.888
2014-11-12,169.55,170.05,167.10,168.10,64200,164.3769
2014-11-11,171.00,171.90,169.60,170.65,50400,166.8704
2014-11-10,170.90,172.40,169.05,172.25,57700,168.435
2014-11-07,173.80,174.20,170.15,170.55,66400,166.7726
2014-11-06,172.30,174.55,171.55,173.40,94900,169.5595
2014-11-05,169.95,173.15,169.35,172.60,75000,168.7772
2014-11-04,170.75,172.35,168.25,168.65,82800,164.9147
2014-11-03,170.10,171.25,168.85,170.55,71200,166.7726
2014-10-31,170.00,171.40,168.25,169.70,87400,165.9414
2014-10-30,168.10,169.90,162.55,165.75,112800,162.0789
2014-10-29,162.45,164.85,162.45,162.50,42000,158.9009
2014-10-28,161.50,162.35,160.90,161.85,59100,158.2653
2014-10-27,163.35,163.85,158.00,159.90,70300,156.3585
2014-10-24,163.45,164.40,161.10,161.65,49600,158.0697
2014-10-23,161.30,164.80,160.15,163.45,132600,159.8299
2014-10-22,161.95,162.10,160.05,161.90,69800,158.3142
2014-10-21,156.90,161.70,155.75,160.25,80900,156.7008
2014-10-20,162.00,162.00,156.10,157.15,114000,153.6694
2014-10-17,156.25,162.10,156.20,161.95,145700,158.3631
2014-10-16,152.20,155.70,148.40,154.05,149900,150.6381
2014-10-15,156.10,156.35,149.80,150.80,130000,147.4601
2014-10-14,153.00,157.10,151.80,155.30,108200,151.8604
2014-10-13,149.25,153.95,147.35,153.10,79200,149.7091
2014-10-10,154.35,154.35,150.25,150.70,107800,147.3623
2014-10-09,156.45,158.20,155.00,155.50,86400,152.056
2014-10-08,156.00,156.35,154.30,154.65,73600,151.2248
2014-10-07,155.75,157.95,154.30,156.40,52100,152.936
2014-10-06,158.20,160.70,155.60,156.30,80800,152.8382
2014-10-03,156.70,156.70,156.70,156.70,000,153.2294
2014-10-02,159.55,161.85,156.70,156.70,106900,153.2294
2014-10-01,164.45,165.65,159.40,159.45,92900,155.9185
2014-09-30,163.65,164.55,162.10,164.30,78000,160.6611
2014-09-29,166.75,167.20,163.55,164.25,82500,160.6122
2014-09-26,165.50,166.55,164.45,165.90,50800,162.2256
2014-09-25,168.90,170.40,164.55,165.35,92200,161.6878
2014-09-24,169.50,169.85,167.90,169.40,54100,165.6481
2014-09-23,173.40,173.75,169.15,169.15,79300,165.4036
2014-09-22,173.55,174.80,171.85,172.75,54400,168.9239
2014-09-19,175.65,176.85,174.15,174.15,66800,170.2929
2014-09-18,173.30,174.65,172.40,174.30,47800,170.4396
2014-09-17,175.65,175.65,173.10,173.30,42300,169.4617
2014-09-16,174.70,174.70,172.75,174.55,55800,170.684
2014-09-15,174.40,174.75,173.75,174.10,22200,170.244
2014-09-12,175.50,175.75,173.65,174.80,43900,170.9285
2014-09-11,175.70,175.70,173.15,175.10,31300,171.2219
2014-09-10,176.20,176.20,173.60,174.75,40400,170.8796
2014-09-09,178.10,179.10,175.10,176.25,37700,172.3464
2014-09-08,179.95,180.00,177.85,178.05,47500,174.1065
2014-09-05,177.80,179.30,177.00,179.30,69400,175.3288
2014-09-04,173.25,177.65,172.30,177.30,74500,173.3731
2014-09-03,172.00,174.50,171.20,173.10,61800,169.2662
2014-09-02,172.45,172.85,170.85,170.85,48800,167.066
2014-09-01,171.10,171.10,168.40,169.95,32700,166.1859
2014-08-29,171.85,172.45,168.85,170.50,54600,166.7237
2014-08-28,173.25,173.75,170.35,171.35,41300,167.5549
2014-08-27,174.95,175.10,172.95,174.05,30700,170.1951
2014-08-26,174.00,174.65,172.65,174.40,22700,170.5373
2014-08-25,174.25,174.90,172.55,173.50,31200,169.6573
2014-08-22,173.80,174.20,171.15,171.90,53600,168.0927
2014-08-21,171.95,173.10,171.20,172.65,42400,168.8261
2014-08-20,171.30,171.75,169.75,170.60,46800,166.8215
2014-08-19,168.95,171.85,168.70,171.00,44400,167.2127
2014-08-18,168.50,168.80,167.25,168.05,48100,164.328
2014-08-15,168.30,169.80,165.00,165.75,77700,162.0789
2014-08-14,168.25,169.05,166.25,167.85,72600,164.1324
2014-08-13,167.85,169.25,167.00,168.55,77900,164.8169
2014-08-12,168.40,168.50,166.30,166.30,57200,162.6168
2014-08-11,165.85,168.45,165.65,168.00,73400,164.2791
2014-08-08,162.20,165.40,161.00,164.40,62100,160.7588
2014-08-07,167.40,168.80,165.60,165.60,63000,161.9323
2014-08-06,168.00,168.00,164.10,167.15,99800,163.4479
2014-08-05,173.45,173.55,167.80,168.55,99900,164.8169
2014-08-04,171.80,174.35,170.60,171.90,87300,168.0927
2014-08-01,174.00,174.15,169.05,170.90,106400,167.1149
2014-07-31,175.40,178.40,172.30,173.05,135700,169.2173
2014-07-30,177.05,177.95,173.70,173.70,66600,169.8529
2014-07-29,176.00,178.00,174.65,176.40,136200,172.4931
2014-07-28,179.50,180.10,174.35,175.00,104800,171.1241
2014-07-25,180.80,181.20,179.05,179.45,59600,175.4755
2014-07-24,182.75,183.05,181.05,181.35,35400,177.3334
2014-07-23,182.45,183.65,181.90,182.05,41100,178.0179
2014-07-22,181.65,182.40,181.05,181.75,33900,177.7246
2014-07-21,183.25,183.25,180.15,180.25,66700,176.2578
2014-07-18,183.35,184.25,182.05,183.60,57500,179.5336
2014-07-17,188.55,188.80,183.45,184.05,117100,179.9736
2014-07-16,187.45,190.25,186.75,189.05,90200,184.8629
2014-07-15,185.65,189.00,184.90,186.60,63400,182.4672
2014-07-14,185.40,186.15,184.45,185.65,35700,181.5382
2014-07-11,184.60,185.45,183.55,184.25,86000,180.1692
2014-07-10,184.40,184.55,181.30,183.55,85900,179.4847
2014-07-09,184.90,185.40,183.40,183.60,77900,179.5336
2014-07-08,187.90,188.15,184.25,184.25,83800,180.1692
2014-07-07,190.75,192.45,187.65,187.90,75400,183.7383
2014-07-04,191.50,191.70,190.55,191.30,48100,187.0631
2014-07-03,192.50,192.50,188.85,192.40,96800,188.1387
2014-07-02,191.45,193.15,190.90,193.15,73700,188.8721
2014-07-01,190.30,190.45,188.20,190.45,51500,186.2319
2014-06-30,189.35,190.20,187.45,188.80,75000,184.6184
2014-06-27,189.20,190.00,188.25,189.35,75000,185.1562
2014-06-26,191.65,191.85,188.00,189.30,75900,185.1074
2014-06-25,191.55,192.20,189.15,190.60,78400,186.3786
2014-06-24,193.15,193.60,191.70,192.00,69600,187.7475
2014-06-23,194.70,194.70,192.00,193.30,46400,189.0188
2014-06-20,194.95,195.75,193.85,194.70,60500,190.3877
2014-06-19,194.50,195.30,194.00,194.95,38500,190.6322
2014-06-18,193.80,194.35,192.95,193.40,42100,189.1165
2014-06-17,192.55,194.35,192.10,193.10,36000,188.8232
2014-06-16,192.30,193.10,191.15,191.85,44500,187.6009
2014-06-13,194.55,195.20,191.90,193.10,48000,188.8232
2014-06-12,193.75,195.00,193.50,194.90,39600,190.5833
2014-06-11,193.00,193.80,191.60,193.45,56600,189.1654
2014-06-10,193.00,194.40,191.90,193.45,59000,189.1654
2014-06-09,194.25,194.95,193.30,194.65,24000,190.3388
2014-06-06,193.65,195.00,192.50,193.90,61300,189.6055
2014-06-05,190.20,193.35,189.35,193.35,102400,189.0677
2014-06-04,191.70,191.80,189.35,189.60,142000,185.4007
2014-06-03,194.90,194.90,193.55,194.65,40600,190.3388
2014-06-02,194.95,194.95,193.70,194.90,34600,190.5833
2014-05-30,193.65,194.55,193.20,193.25,44200,188.9699
2014-05-29,192.60,194.55,192.60,194.40,16600,190.0944
2014-05-28,194.05,194.25,191.90,193.40,43200,189.1165
2014-05-27,193.65,194.90,193.20,193.75,51200,189.4588
2014-05-26,191.95,194.25,191.95,194.25,37200,189.9477
2014-05-23,190.15,191.85,189.10,191.40,31300,187.1608
2014-05-22,189.75,190.45,188.50,189.75,45500,185.5474
2014-05-21,188.30,189.95,187.65,189.75,65500,185.5474
2014-05-20,187.05,188.85,186.60,188.30,34400,184.1295
2014-05-19,185.90,187.95,183.70,187.80,48900,183.6406
2014-05-16,185.95,186.55,184.60,186.55,93000,182.4183
2014-05-15,185.60,187.40,183.50,184.00,63000,179.9247
2014-05-14,184.40,187.15,183.95,185.35,68400,181.2448
2014-05-13,189.55,191.55,186.50,187.05,116100,178.9958
2014-05-12,188.95,190.25,188.05,189.35,48900,181.1968
2014-05-09,188.60,189.50,187.95,188.45,40300,180.3355
2014-05-08,185.05,189.00,185.05,188.95,51800,180.814
2014-05-07,185.65,187.00,184.60,184.70,52400,176.747
2014-05-06,189.05,189.90,184.80,186.00,49000,177.991
2014-05-05,188.20,189.20,185.45,188.60,69200,180.479
2014-05-02,194.05,194.05,188.00,188.55,67000,180.4312
2014-05-01,192.50,192.50,192.50,192.50,000,184.2111
2014-04-30,190.10,193.30,189.75,192.50,75100,184.2111
2014-04-29,193.60,194.25,189.05,190.00,94900,181.8188
2014-04-28,190.60,191.75,188.35,191.65,32600,183.3977
2014-04-25,191.50,191.90,188.70,189.15,43900,181.0054
2014-04-24,193.80,194.10,189.05,192.60,45800,184.3068
2014-04-23,195.55,195.55,191.80,192.75,55400,184.4503
2014-04-22,192.00,195.20,191.90,195.15,80400,186.747
2014-04-21,191.25,191.25,191.25,191.25,000,183.0149
2014-04-18,191.25,191.25,191.25,191.25,000,183.0149
2014-04-17,190.70,191.95,189.45,191.25,60800,183.0149
2014-04-16,186.70,190.85,186.70,190.85,50600,182.6322
2014-04-15,189.10,189.10,185.45,185.45,56100,177.4647
2014-04-14,187.75,189.75,187.50,188.30,48700,180.192
2014-04-11,189.35,191.25,187.95,190.20,75700,182.0101
2014-04-10,193.00,194.75,191.80,192.60,92500,184.3068
2014-04-09,189.00,193.10,188.95,193.10,129000,184.7853
2014-04-08,185.80,186.75,183.30,185.20,50200,177.2254
2014-04-07,185.30,186.15,184.30,185.10,64800,177.1298
2014-04-04,186.20,187.40,184.95,187.35,60700,179.2829
2014-04-03,186.20,187.15,184.30,185.10,38900,177.1298
2014-04-02,186.35,188.20,185.25,185.70,58900,177.7039
2014-04-01,184.85,186.50,183.95,185.50,83600,177.5125
2014-03-31,184.25,185.90,182.80,184.00,76700,176.0771
2014-03-28,180.50,184.45,180.25,184.45,64700,176.5077
2014-03-27,178.60,180.10,178.10,179.50,53900,171.7709
2014-03-26,176.85,179.75,176.65,178.25,71300,170.5747
2014-03-25,173.10,176.15,172.85,176.15,71900,168.5651
2014-03-24,176.30,176.40,172.10,172.10,66600,164.6895
